CustomerID,FirstName,LastName,Gender,Email,Street,City,StateID,StateName,ZipCode
1,Nicholas,Ortega,Male,nicholas.ortega@gmail.com,7313 Powers Avenue,New Meganville,22,Michigan,23796
2,Amy,Vega,Female,amy.vega@gmail.com,66533 Crystal Fields,East Linda,42,Tennessee,10571
3,Don,Davis,Male,don.davis@hotmail.com,412 David Glens,Garciamouth,46,Virginia,68131
4,Dominique,Riggs,Female,dominique.riggs@aol.com,34235 Miller Lights Apt. 491,Garciaborough,40,South Carolina,19842
5,Brian,Nguyen,Male,brian.nguyen@yahoo.com,89132 Luna Landing,East Richardshire,26,Montana,10560
6,Jennifer,Shaw,Female,jennifer.shaw@hotmail.com,5346 Linda Inlet Suite 714,Rebeccaland,35,Ohio,55428
7,Cindy,Burton,Female,cindy.burton@live.com,344 Nelson Mills,Jessicaland,19,Maine,98080
8,Amanda,Lopez,Female,amanda.lopez@yahoo.com,1209 Newman Stravenue Suite 833,New Bryan,14,Indiana,57129
9,John,Brown,Male,john.brown@gmail.com,8647 James Loaf,New Anthony,26,Montana,20789
10,Michael,Wright,Male,michael.wright@hotmail.com,07165 Cook Drives Suite 275,New Andres,31,New Mexico,92735
11,Teresa,White,Female,teresa.white@gmail.com,751 Reese Fork,Berryton,16,Kansas,43535
12,Sarah,Baxter,Female,sarah.baxter@gmail.com,4061 Stephanie Mall Apt. 219,South Kristy,41,South Dakota,92081
13,Jason,Allen,Male,jason.allen@yahoo.com,4513 Ruth Groves,Kimberlyfurt,33,North Carolina,76141
14,Claudia,Hill,Female,claudia.hill@gmail.com,324 Finley Circles,Cynthiamouth,3,Arizona,09236
15,Scott,Hansen,Male,scott.hansen@gmail.com,41906 Grant Points,North Lindseybury,12,Idaho,62946
16,Jessica,Stevens,Female,jessica.stevens@yahoo.com,545 Davis Road Apt. 989,Humphreymouth,45,Vermont,90479
17,Robert,Mitchell,Male,robert.mitchell@aol.com,23416 Amy Wall Apt. 529,Angelaburgh,16,Kansas,38640
