CustomerID,FirstName,LastName,Gender,Email,Street,City,StateID,StateName,ZipCode
1,David,Parsons,Male,david.parsons@hotmail.com,1544 Washington Street Apt. 392,Esparzachester,36,Oklahoma,81335
2,Crystal,Petty,Female,crystal.petty@gmail.com,566 Mary Center,Williamsonburgh,39,Rhode Island,32055
3,Sherri,Andrews,Female,sherri.andrews@live.com,75389 Miller Ports Apt. 007,Nielsenborough,36,Oklahoma,28039
4,Amber,Burton,Female,amber.burton@yahoo.com,39633 Victoria Trail Apt. 700,Patriciaburgh,24,Mississippi,61946
5,Jill,Mcdonald,Female,jill.mcdonald@aol.com,16481 Knox Trafficway,Douglasborough,30,New Jersey,71229
6,Jacob,Small,Male,jacob.small@aol.com,6626 Stewart Mission Apt. 506,Johnsonville,8,Delaware,78740
7,Timothy,Watson,Male,timothy.watson@hotmail.com,494 Henry View,Myersview,25,Missouri,87701
8,Daniel,Beard,Male,daniel.beard@hotmail.com,36545 Rodney Ranch,Lake Danielle,42,Tennessee,05695
9,Carl,Black,Male,carl.black@aol.com,39894 Cooper Island Apt. 947,Lake Carolmouth,43,Texas,95831
10,Mark,Castro,Male,mark.castro@gmail.com,22826 Griffin Mews Suite 050,East Kellyside,13,Illinois,12341
11,Samuel,Brown,Male,samuel.brown@yahoo.com,75817 Christina Fort Suite 999,Lake Derrick,44,Utah,70050
12,Cindy,Fuentes,Female,cindy.fuentes@gmail.com,01269 Keller Dam,South Martinmouth,37,Oregon,02542
13,Stacy,Weaver,Female,stacy.weaver@live.com,9745 Osborn Plain Apt. 837,East Alexanderchester,12,Idaho,12134
14,Gloria,Morales,Female,gloria.morales@hotmail.com,82257 Morris Overpass Suite 968,East Kenneth,31,New Mexico,43979
15,Nicole,Perez,Female,nicole.perez@hotmail.com,88752 Bell Dale,Craigfurt,31,New Mexico,57216
16,Marie,Meadows,Female,marie.meadows@live.com,61646 Carlos Coves,Anamouth,10,Georgia,58970
17,Samuel,Irwin,Male,samuel.irwin@hotmail.com,127 Butler Extension Apt. 728,Beckbury,27,Nebraska,95467
18,Scott,Perez,Male,scott.perez@gmail.com,98176 Charles Trail,West Dominiqueshire,41,South Dakota,32307
19,Heather,Waters,Female,heather.waters@gmail.com,3310 Stephanie Views,West William,6,Colorado,55062
20,Paul,Peterson,Male,paul.peterson@aol.com,30318 Arnold Knoll,West Michellestad,23,Minnesota,47033
21,Erica,Campbell,Female,erica.campbell@yahoo.com,1388 Michael Prairie Apt. 820,Jerrymouth,29,New Hampshire,51039
22,Jessica,Gomez,Female,jessica.gomez@gmail.com,970 Rogers Isle Suite 557,Whiteville,29,New Hampshire,67767
23,Jasmine,Browning,Female,jasmine.browning@aol.com,6940 Edwards Junctions,North Mary,29,New Hampshire,80503
24,Thomas,Farley,Male,thomas.farley@hotmail.com,82201 Hughes Corner Suite 709,Pacetown,35,Ohio,78296
25,James,Miller,Male,james.miller@live.com,954 Patricia Wall,East Angelastad,27,Nebraska,87755
26,Steven,Smith,Male,steven.smith@gmail.com,1253 Sparks Land,East Joseph,44,Utah,69443
27,Daniel,Guerra,Male,daniel.guerra@live.com,3057 Rose Loop Apt. 731,North Jaredtown,4,Arkansas,03650
28,Daniel,Hicks,Male,daniel.hicks@live.com,57442 Alejandro Station,East Janice,24,Mississippi,78022
29,James,Forbes,Male,james.forbes@hotmail.com,7262 Mann Shores Apt. 705,North Levi,24,Mississippi,70328
30,Scott,Young,Male,scott.young@aol.com,99658 David Harbor,Haynesburgh,43,Texas,17856
31,Daniel,Wade,Male,daniel.wade@gmail.com,33068 Julie Forges Suite 794,Thomaschester,42,Tennessee,28081
32,Ashley,Torres,Female,ashley.torres@gmail.com,6636 Nicholas Extensions,North Carla,19,Maine,25941
33,Patrick,Jones,Male,patrick.jones@gmail.com,47421 Montgomery Street,Robertshire,24,Mississippi,95839
34,Lisa,Sanchez,Female,lisa.sanchez@aol.com,418 Jorge Port Suite 352,Deborahport,22,Michigan,16332
35,Heather,Bernard,Female,heather.bernard@gmail.com,7644 Angela Walk Apt. 538,West Tylerton,5,California,96172
36,Mary,Perkins,Female,mary.perkins@gmail.com,0161 Wright Garden,West Jennifer,6,Colorado,14030
37,Daniel,Curtis,Male,daniel.curtis@gmail.com,15794 Charles Fords Suite 920,New Ashleyport,33,North Carolina,94564
38,Nathaniel,Olsen,Male,nathaniel.olsen@live.com,146 Amy Isle,Lake Melissaberg,20,Maryland,21508
39,Sean,Davis,Male,sean.davis@hotmail.com,78487 Ann Villages,Saraberg,37,Oregon,10265
40,Kelsey,Davis,Female,kelsey.davis@hotmail.com,1811 Michael Crest Apt. 053,Harrisport,28,Nevada,70439
41,Jesse,Durham,Male,jesse.durham@yahoo.com,063 Krystal Plains Apt. 357,Joshuahaven,27,Nebraska,48375
42,Jacob,Williams,Male,jacob.williams@gmail.com,460 Baker Key,North Benjamin,11,Hawaii,37523
43,Jessica,Wade,Female,jessica.wade@aol.com,035 Garcia Overpass Suite 429,Port Alicia,46,Virginia,51039
44,Daniel,Bell,Male,daniel.bell@gmail.com,18632 West Greens Suite 317,Dianeport,8,Delaware,13386
45,Cody,Estrada,Male,cody.estrada@live.com,6872 Angela Unions,South Robin,23,Minnesota,55397
46,Matthew,Banks,Male,matthew.banks@aol.com,0748 Li Station,Maddenview,32,New York,16179
47,James,Smith,Male,james.smith@aol.com,65740 King Vista Suite 438,South Courtney,44,Utah,92644
48,Craig,Saunders,Male,craig.saunders@aol.com,31883 Michael Wall Suite 430,Davisbury,47,Washington,79560
49,Aaron,Williams,Male,aaron.williams@live.com,5417 Angela Center Suite 702,West Jamiemouth,47,Washington,47082
50,Richard,Payne,Male,richard.payne@hotmail.com,83085 William Park Suite 382,Freemanview,41,South Dakota,98676
51,Phillip,Turner,Male,phillip.turner@hotmail.com,83508 Thompson Courts Suite 705,North Billyside,47,Washington,74280
52,Samantha,Santos,Female,samantha.santos@live.com,2925 April Island Suite 005,North Jessicaport,17,Kentucky,51786
53,Janice,Ruiz,Female,janice.ruiz@hotmail.com,494 Watson Coves,East Anthony,50,Wyoming,88006
54,Kenneth,Long,Male,kenneth.long@yahoo.com,79055 Michael Extension,East Karen,23,Minnesota,05779
