CustomerID,FirstName,LastName,Gender,Email,Street,City,StateID,StateName,ZipCode
1,Jennifer,Matthews,Female,jennifer.matthews@gmail.com,89173 Brandon Manor,Riverastad,34,North Dakota,20886
2,Stephen,Jones,Male,stephen.jones@yahoo.com,079 Chan Tunnel Suite 810,Walterstad,35,Ohio,35074
3,Eric,Cain,Male,eric.cain@live.com,0468 Cooper Square,North Denisehaven,49,Wisconsin,64481
4,Courtney,Henderson,Female,courtney.henderson@yahoo.com,077 Cynthia Cliffs Suite 750,East Christine,48,West Virginia,25763
5,Ashley,Zimmerman,Female,ashley.zimmerman@aol.com,782 Bright Coves,Tonyaland,27,Nebraska,26420
6,Kenneth,Garcia,Male,kenneth.garcia@hotmail.com,295 Stacy Ways,North Jamesberg,1,Alabama,93586
7,Christine,Sanchez,Female,christine.sanchez@aol.com,8700 Lutz Path,Smithberg,8,Delaware,34214
8,Amanda,Henderson,Female,amanda.henderson@aol.com,495 Mclaughlin Station Suite 816,Allenfurt,39,Rhode Island,94736
9,James,Johnson,Male,james.johnson@hotmail.com,09685 Pamela Island,Frankmouth,44,Utah,80562
10,Kristin,Hill,Female,kristin.hill@hotmail.com,44283 Richard Highway Apt. 682,Danielborough,10,Georgia,86321
11,Matthew,Smith,Male,matthew.smith@yahoo.com,5407 Wagner Valley Apt. 077,East Duane,10,Georgia,78530
12,Amy,Hernandez,Female,amy.hernandez@hotmail.com,47180 Dickson Highway,Kevinside,7,Connecticut,69687
13,Joann,Kelly,Female,joann.kelly@aol.com,193 Susan Cliff,Knightmouth,14,Indiana,01270
14,Raymond,Gallagher,Male,raymond.gallagher@gmail.com,7701 Thomas Station Apt. 484,New David,33,North Carolina,32234
15,Nicholas,Knox,Male,nicholas.knox@yahoo.com,80328 David Neck Suite 812,North Mary,30,New Jersey,15159
16,Joshua,Cooper,Male,joshua.cooper@hotmail.com,078 Yang Flats Suite 439,Kylestad,49,Wisconsin,38400
17,Cindy,Park,Female,cindy.park@live.com,20309 Bullock Mountain,Brightville,1,Alabama,11041
