CustomerID,FirstName,LastName,Gender,Email,Street,City,StateID,StateName,ZipCode
1,Anthony,Anderson,Male,anthony.anderson@gmail.com,38641 Smith Wells,Irwinmouth,4,Arkansas,17849
2,Mary,Juarez,Female,mary.juarez@yahoo.com,999 Karen Square,Nguyenberg,5,California,40337
3,Charles,Key,Male,charles.key@yahoo.com,304 Branch Landing,Roweview,41,South Dakota,67261
4,Joseph,Edwards,Male,joseph.edwards@gmail.com,36112 Marshall Villages Apt. 296,Dominiqueburgh,46,Virginia,29180
5,Bryan,Brown,Male,bryan.brown@live.com,586 Jason Cove,West Christopherhaven,30,New Jersey,94214
6,James,Hughes,Male,james.hughes@yahoo.com,21261 Moore View,Port Adrienne,19,Maine,05162
7,Derrick,Allen,Male,derrick.allen@yahoo.com,302 James Shoals Apt. 664,Oconnellton,45,Vermont,91414
8,Amber,Johnson,Female,amber.johnson@gmail.com,7539 Benton Motorway Apt. 925,New Allen,34,North Dakota,08016
9,Michael,Jackson,Male,michael.jackson@gmail.com,1683 Mackenzie Ways,Thompsonborough,17,Kentucky,16061
10,Rhonda,Marsh,Female,rhonda.marsh@live.com,44433 Potter Springs,Port Rachel,26,Montana,01956
11,Jeff,Jones,Male,jeff.jones@gmail.com,173 Miller Manor,Amyberg,41,South Dakota,69100
12,Riley,Silva,Male,riley.silva@hotmail.com,8428 Martinez Burgs Suite 918,West Jenniferfurt,10,Georgia,83804
13,Michael,Baker,Male,michael.baker@gmail.com,315 Mullins Drive Apt. 399,New Jamesport,46,Virginia,04745
14,David,Dudley,Male,david.dudley@yahoo.com,163 Johnston Inlet Apt. 960,Pattersonborough,2,Alaska,93474
15,Cory,Harvey,Male,cory.harvey@yahoo.com,9070 Sheena Mountains,Rossstad,7,Connecticut,04165
16,Sheena,Duran,Female,sheena.duran@aol.com,90171 Vaughan Freeway,North Laurieview,22,Michigan,74091
17,William,Rangel,Male,william.rangel@aol.com,55158 Oconnor Springs Apt. 069,Villarrealville,17,Kentucky,60409
18,Wendy,Harding,Female,wendy.harding@hotmail.com,746 Lee Ports Apt. 765,New Mirandamouth,41,South Dakota,65454
19,Karen,Allen,Female,karen.allen@hotmail.com,147 Johnson Corners Suite 409,Pamelashire,32,New York,44837
20,Jeremy,Contreras,Male,jeremy.contreras@gmail.com,1604 Darlene Villages Apt. 968,Donnabury,3,Arizona,60820
21,Samantha,Clark,Female,samantha.clark@aol.com,6875 Megan Lodge,Wagnerfort,17,Kentucky,65898
22,Brittany,Perez,Female,brittany.perez@hotmail.com,346 Ortiz Manor Apt. 020,Margaretland,35,Ohio,78694
23,Tara,Miller,Female,tara.miller@hotmail.com,07919 Rachel Orchard,West Melissaport,13,Illinois,76795
24,Donna,Hayes,Female,donna.hayes@hotmail.com,82770 James Manor Apt. 643,Davidstad,28,Nevada,29013
25,Kevin,Goodman,Male,kevin.goodman@yahoo.com,3506 Jackson Flat,West Christopher,8,Delaware,14697
26,Dustin,Patterson,Male,dustin.patterson@live.com,57865 Caleb Stravenue Apt. 687,Goldenborough,3,Arizona,88169
27,Manuel,Robinson,Male,manuel.robinson@aol.com,018 Samuel Vista Apt. 915,Port James,5,California,89963
28,Tyler,Wong,Male,tyler.wong@yahoo.com,34764 Sherri Isle Suite 291,Tamarabury,20,Maryland,74693
29,Katelyn,Miller,Female,katelyn.miller@yahoo.com,240 Anderson Common,South Douglasberg,49,Wisconsin,32304
30,Lindsey,Vaughn,Female,lindsey.vaughn@yahoo.com,059 Weber Inlet Apt. 897,Murphyburgh,19,Maine,06997
31,Carlos,Vance,Male,carlos.vance@aol.com,58996 Perez Parkway,Michaelfort,2,Alaska,96078
32,Jacob,Soto,Male,jacob.soto@live.com,7441 William Knoll,North Alyssatown,28,Nevada,32631
33,Ryan,Rivera,Male,ryan.rivera@live.com,36273 Virginia Circle,Markport,22,Michigan,14359
34,Ryan,Adams,Male,ryan.adams@gmail.com,6665 Marks Spur,Tinamouth,31,New Mexico,15847
35,Andrew,Baker,Male,andrew.baker@hotmail.com,1072 Richard Circle Suite 066,Lake Jennybury,33,North Carolina,11329
36,Kristin,Moore,Female,kristin.moore@gmail.com,13358 Donald Springs,Vanceshire,40,South Carolina,73372
37,Rachel,Poole,Female,rachel.poole@aol.com,44458 Jordan Locks,North Elizabethland,5,California,62119
38,Craig,Carter,Male,craig.carter@yahoo.com,29074 Dustin Manor Suite 054,Fosterfort,43,Texas,66309
39,Wendy,Fisher,Female,wendy.fisher@gmail.com,285 Brooks Pine Apt. 153,North Andrew,48,West Virginia,10338
40,Scott,Peters,Male,scott.peters@yahoo.com,847 Graham Stream Suite 255,Jonesmouth,28,Nevada,69117
41,Richard,Jones,Male,richard.jones@gmail.com,456 April Street Suite 040,Lake Danielchester,8,Delaware,12514
42,Ryan,Zimmerman,Male,ryan.zimmerman@aol.com,6286 Barnes Curve Suite 971,Bakerside,8,Delaware,71860
43,Justin,Hernandez,Male,justin.hernandez@gmail.com,0607 Ramirez Landing Suite 485,Joneschester,8,Delaware,45240
44,Nicholas,Lam,Male,nicholas.lam@live.com,641 Shane Plaza,Charlesside,17,Kentucky,07095
45,Amanda,Flores,Female,amanda.flores@aol.com,97462 Kevin Court Suite 090,West Deanna,32,New York,82410
46,Christopher,Rodriguez,Male,christopher.rodriguez@live.com,852 Douglas Gateway Apt. 835,New Kathleen,24,Mississippi,74532
47,Kimberly,Kirk,Female,kimberly.kirk@hotmail.com,6641 James Road Suite 318,Aliborough,30,New Jersey,49128
