CustomerID,FirstName,LastName,Gender,Email,Street,City,StateID,StateName,ZipCode
1,Mark,Norton,Male,mark.norton@aol.com,226 Christina Via Suite 375,Hallside,30,New Jersey,93297
2,Tracy,Wiley,Female,tracy.wiley@gmail.com,57111 Jerry Roads,Rachelberg,29,New Hampshire,51052
3,Angela,Marquez,Female,angela.marquez@aol.com,044 Donna Port,East Tina,46,Virginia,92819
4,Jessica,Stephens,Female,jessica.stephens@yahoo.com,178 Jeffery Mountains,South Coltonside,8,Delaware,47089
5,Jesus,Jackson,Male,jesus.jackson@yahoo.com,1997 Lawson Stream Apt. 814,New Elizabeth,19,Maine,39854
6,Steven,Murray,Male,steven.murray@gmail.com,71082 Reyes Rapids,Stewartmouth,3,Arizona,33525
7,Christopher,Smith,Male,christopher.smith@yahoo.com,737 Brandon Shore,East Nicole,31,New Mexico,45935
8,Margaret,Rich,Female,margaret.rich@live.com,994 Hayden Plaza,South Andrew,34,North Dakota,27078
9,Anne,Owens,Female,anne.owens@gmail.com,4857 Martinez View,Edwardsborough,17,Kentucky,83034
10,David,Carlson,Male,david.carlson@hotmail.com,3946 Mahoney Neck,New Cory,32,New York,96342
11,Gregory,Wheeler,Male,gregory.wheeler@aol.com,841 Maddox Mountain Apt. 437,Maciashaven,7,Connecticut,64447
12,Spencer,Whitehead,Male,spencer.whitehead@hotmail.com,72746 William Mount,New Jessicaberg,35,Ohio,89022
13,Donna,Shepherd,Female,donna.shepherd@live.com,606 Scott Flats,Bryantborough,48,West Virginia,51013
14,Antonio,Meyer,Male,antonio.meyer@live.com,74939 Roberts Center Suite 704,Port Christine,43,Texas,75175
15,Elizabeth,Chavez,Female,elizabeth.chavez@live.com,929 Richard Street,Harperchester,7,Connecticut,10339
16,Kimberly,Maynard,Female,kimberly.maynard@gmail.com,10271 Thompson Plaza,East Audreychester,44,Utah,80132
17,Tina,Mason,Female,tina.mason@live.com,83615 Nicole Center,Lake Laurenchester,9,Florida,46360
18,Michael,Hooper,Male,michael.hooper@aol.com,1678 Ball Spur Apt. 846,Joshuamouth,50,Wyoming,97686
19,Teresa,Villanueva,Female,teresa.villanueva@aol.com,21759 Martinez Shores,East Coreyshire,18,Louisiana,25433
20,Christopher,Jones,Male,christopher.jones@aol.com,2278 Alexandra Trace Apt. 847,Mooreville,10,Georgia,89449
21,Kevin,Clark,Male,kevin.clark@live.com,1770 Rodriguez Lake,Danielleton,38,Pennsylvania,19442
22,Thomas,Sheppard,Male,thomas.sheppard@hotmail.com,184 Howard Wells,Jamesside,16,Kansas,20813
23,William,Howard,Male,william.howard@live.com,6711 Horton Dale,South Amy,3,Arizona,53188
24,Evelyn,Byrd,Female,evelyn.byrd@aol.com,3399 Jennifer Ramp,Meadowsport,4,Arkansas,68605
25,Kevin,Elliott,Male,kevin.elliott@live.com,515 Brown Manor,Bishopmouth,17,Kentucky,09632
26,Susan,Williams,Female,susan.williams@hotmail.com,473 Mike Plain Apt. 819,Kellychester,36,Oklahoma,66868
27,Kyle,Smith,Male,kyle.smith@gmail.com,55043 Amanda Mountains,Martineztown,30,New Jersey,53896
28,Timothy,Adkins,Male,timothy.adkins@live.com,708 Hebert Fields,Martinborough,32,New York,69150
29,Tyrone,Nash,Male,tyrone.nash@gmail.com,914 Adrian Plain,Abigailchester,33,North Carolina,09524
30,Elizabeth,Santiago,Female,elizabeth.santiago@live.com,928 Heather Haven Suite 581,Robinsonmouth,3,Arizona,97998
31,Anthony,Arias,Male,anthony.arias@aol.com,8826 Laura Mall Apt. 798,Andrewton,24,Mississippi,46388
32,Julie,Long,Female,julie.long@aol.com,88162 Chad Club Suite 207,East Melissa,40,South Carolina,32015
33,Erik,Stephenson,Male,erik.stephenson@live.com,12021 Dakota Motorway,South Jonathan,23,Minnesota,08320
34,Xavier,Smith,Male,xavier.smith@live.com,8894 Ashley Camp Suite 827,East Kari,9,Florida,40684
35,Craig,Ford,Male,craig.ford@gmail.com,7112 Haynes Plains Suite 621,Jessicafurt,38,Pennsylvania,22250
36,Rebecca,Lopez,Female,rebecca.lopez@live.com,82897 Brent Square,Dianaborough,34,North Dakota,63939
37,Cody,Dudley,Male,cody.dudley@live.com,908 Acosta Extensions Apt. 925,Port Dylanfurt,29,New Hampshire,81462
38,Jimmy,Harrison,Male,jimmy.harrison@yahoo.com,102 Shannon Views Apt. 189,Barrettbury,5,California,93291
39,Nicholas,Collins,Male,nicholas.collins@hotmail.com,080 Harris Drive,Courtneybury,22,Michigan,63151
40,Victoria,Barry,Female,victoria.barry@hotmail.com,11320 Rowe Ranch Apt. 213,New Kimburgh,1,Alabama,74665
41,Michael,Young,Male,michael.young@live.com,817 Christopher Ridges,East Jenniferview,10,Georgia,09585
42,Lisa,Hernandez,Female,lisa.hernandez@gmail.com,8741 Walker Green,South Toddburgh,30,New Jersey,46496
43,Ryan,Roy,Male,ryan.roy@hotmail.com,14726 Timothy Flats Suite 298,North Laurenfort,13,Illinois,51028
44,Gregory,Mayo,Male,gregory.mayo@hotmail.com,47851 Walker Mission,Tiffanyfurt,48,West Virginia,47056
45,William,James,Male,william.james@live.com,0537 Lawrence Rue Apt. 555,South Ashleyshire,42,Tennessee,61863
46,Sara,Bennett,Female,sara.bennett@hotmail.com,43197 Savannah Lodge Apt. 019,Jameschester,10,Georgia,24593
47,Stephanie,Edwards,Female,stephanie.edwards@hotmail.com,8956 Brown Parkway Apt. 949,Campbellbury,32,New York,06815
48,Thomas,Morales,Male,thomas.morales@live.com,944 Matthew Knoll Apt. 845,Ericland,34,North Dakota,71392
49,Lindsey,Mason,Female,lindsey.mason@hotmail.com,63477 Pham Mission,North Debrastad,12,Idaho,54188
50,Rebecca,Mann,Female,rebecca.mann@gmail.com,055 Jessica Burgs,West Thomasburgh,34,North Dakota,70175
51,Katherine,Chapman,Female,katherine.chapman@hotmail.com,880 Warner Grove,Port Kristi,35,Ohio,81309
52,Alexander,Howell,Male,alexander.howell@aol.com,51022 Michelle Glen Apt. 002,East Michaelfort,3,Arizona,81606
53,Becky,Davis,Female,becky.davis@yahoo.com,59880 Moore Key Suite 135,Hughesview,3,Arizona,11414
54,Angela,Donaldson,Female,angela.donaldson@live.com,280 Charles Highway Suite 934,Port Julianfurt,3,Arizona,06573
55,Jennifer,Riley,Female,jennifer.riley@hotmail.com,468 Nancy Land,West Gerald,48,West Virginia,57976
56,George,Hernandez,Male,george.hernandez@aol.com,07929 Nathan Lights,Lopeztown,14,Indiana,41660
57,Robert,Ray,Male,robert.ray@gmail.com,1460 Sexton Junctions Apt. 793,Montgomerychester,18,Louisiana,16581
58,Andrea,Fields,Female,andrea.fields@yahoo.com,55623 Sara Hill Suite 468,West Anthonyville,45,Vermont,30134
59,April,Schneider,Female,april.schneider@live.com,415 Philip Crest,Johnsontown,13,Illinois,12652
60,John,Wright,Male,john.wright@live.com,8204 Miller Vista,Joeborough,36,Oklahoma,69601
61,Rebecca,Garcia,Female,rebecca.garcia@aol.com,72057 Martinez Pike,North Blakehaven,9,Florida,28560
62,Shannon,Lewis,Female,shannon.lewis@live.com,95187 Todd Burgs,Longville,30,New Jersey,11450
63,Patrick,Johnson,Male,patrick.johnson@aol.com,1849 Palmer Turnpike,East James,27,Nebraska,05794
64,Sarah,Anderson,Female,sarah.anderson@aol.com,833 Carter Expressway Suite 413,New Georgeside,40,South Carolina,76040
65,Dustin,Gardner,Male,dustin.gardner@gmail.com,154 Russell Grove Suite 629,Port Melissachester,45,Vermont,97335
66,Christina,Turner,Female,christina.turner@gmail.com,5021 Cooke Viaduct,Warnerchester,44,Utah,97491
67,Gregory,Hall,Male,gregory.hall@yahoo.com,37613 Oneal Flat,Curtisfort,6,Colorado,89994
68,Ashley,Williams,Female,ashley.williams@live.com,9714 Erica Walk,Victoriaview,21,Massachusetts,20789
69,Melissa,Larson,Female,melissa.larson@live.com,78161 Christine Turnpike,West Jamesshire,36,Oklahoma,41675
70,Tiffany,Hardy,Female,tiffany.hardy@gmail.com,26032 Phillip Summit,Kochchester,22,Michigan,02755
71,Christopher,Greene,Male,christopher.greene@gmail.com,562 Spencer Villages Suite 002,Harrisbury,25,Missouri,28155
72,Peter,Cruz,Male,peter.cruz@gmail.com,11197 David Heights Apt. 706,North Anthonyville,41,South Dakota,35064
